Features	Class
"[-3.1957245e+02  1.5431575e+02 -9.9316854e+00 -3.1190779e+01
 -1.7648630e+01 -3.0951488e+00  4.2741485e+00 -3.4421878e+00
 -1.0172668e+01 -2.8279672e+00  1.3059036e+01  6.7665815e+00
 -2.2937311e+01 -6.0506105e+00  2.2343979e+01 -6.8421154e+00
 -1.2219236e+01 -3.4034266e+00 -1.9920624e+01 -1.3898392e+01
  3.7265876e-01 -1.6953772e-01 -4.4370799e+00 -1.9574181e+00
  4.3775802e+00  5.2359281e+00  1.2093266e+00  8.9467583e+00
  1.7403427e+01  1.6330116e+01  2.2272278e+01  1.6879896e+01
  6.6856165e+00  2.9094367e+00 -6.2849313e-01  1.3607287e+00
 -1.2211161e+00 -1.9141202e+00 -2.0369123e-01 -3.2297020e+00]"	dog
"[-4.47988586e+02  1.09299431e+02  5.83412170e+00  1.13057356e+01
  1.08586006e+01  2.36763878e+01  9.27377319e+00  1.03442430e+01
  1.39265194e+01  9.93663788e+00  1.27634106e+01  5.19573975e+00
  6.63939476e+00  2.97950888e+00  3.56626987e+00  4.53548384e+00
  2.32147670e+00  3.50745845e+00  1.57332182e+00  2.43246746e+00
  1.43014789e+00  2.36739683e+00  1.32438540e+00  4.61460054e-01
  1.35115933e+00  1.25445616e+00  1.93681335e+00 -2.50370741e-01
  1.09483264e-01  3.50803673e-01  1.89934999e-01 -3.13459784e-01
 -1.09218228e+00 -4.82565284e-01 -1.57222056e+00 -1.32998669e+00
 -7.92417586e-01 -3.99176240e-01 -3.94950598e-01 -8.44765425e-01]"	cat
"[-3.83410797e+02  8.95709305e+01 -1.62368259e+01  2.23835182e+01
 -4.84215021e+00  2.10070953e+01  6.93206906e-01  1.36743965e+01
  1.45282955e+01  6.24460649e+00  7.81587076e+00  4.47799623e-01
  8.91263771e+00  2.75901151e+00  1.08871584e+01  5.01621628e+00
  3.84763837e+00  3.54426742e+00  3.53418851e+00  7.72566557e+00
 -7.08111301e-02  4.06161404e+00  3.92259049e+00  4.05342865e+00
  3.53881478e+00  4.40707684e+00  3.09888744e+00  1.70018768e+00
  3.35555577e+00  3.30634385e-01  1.10883200e+00  1.51575875e+00
  2.88430142e+00  1.27530873e+00  1.41020310e+00  1.63634288e+00
  2.56182224e-01  8.78035665e-01  2.36035988e-01  9.25408900e-01]"	cat
"[-3.26470062e+02  1.59189026e+02 -3.58691063e+01 -3.92524490e+01
 -2.48598270e+01 -1.36404667e+01 -5.64400578e+00 -2.41499043e+00
 -1.33015184e+01 -1.04695730e+01  1.03501892e+01  7.95736933e+00
 -2.27730618e+01 -7.99216843e+00  2.26302261e+01 -1.29709396e+01
 -1.51267395e+01 -4.51076603e+00 -2.01215744e+01 -3.76165724e+00
  1.15545082e+01  1.11954870e+01  9.24177742e+00  1.47763548e+01
  1.83364735e+01  1.05129929e+01  4.52268028e+00  1.28135605e+01
  1.32321129e+01  2.29241705e+00  2.70027733e+00 -5.20997953e+00
 -5.59814167e+00  1.08466172e+00 -1.28091431e+00 -1.33255994e+00
 -5.37344408e+00 -4.68014431e+00  2.22038493e-01 -4.39994782e-02]"	dog
"[-4.4275461e+02  1.5341211e+02 -1.1273686e+01  5.1376614e+01
 -2.1656736e+01  2.8372272e+01 -7.4341464e+00  9.5765781e+00
  2.9386640e-01 -6.6338944e+00  6.3342023e+00 -7.6024132e+00
  1.0226394e+01 -8.2463474e+00  9.3772802e+00  4.2810386e-01
  1.8756565e+00  3.9941957e+00 -4.2412367e+00  4.0748014e+00
 -8.1623650e+00  7.0546502e-01 -4.2339754e+00 -2.4336631e+00
 -3.2977881e+00 -3.2945297e+00  4.6271318e-01 -2.7602179e+00
  1.1206639e+00 -2.9784689e+00 -3.5739884e-02 -2.6611753e+00
 -1.2838242e+00 -2.9155104e+00 -3.4176879e+00 -2.0061324e+00
 -4.5557914e+00 -2.0239718e+00 -4.1707110e+00 -1.5042412e+00]"	cat
"[-3.4404553e+02  1.2936778e+02 -6.5372116e+01 -2.8140661e+01
 -5.9392457e+00 -1.8287142e+01 -2.3451870e+01 -3.3104234e+00
 -4.4133463e+00  1.1064976e+01  1.9726545e+01  2.5974035e+00
  8.5028305e+00  7.9996238e+00 -8.5136614e+00 -2.3764040e+01
 -8.6583862e+00 -4.7003455e+00 -6.1539755e+00  6.4270153e+00
  9.4602823e+00  2.3026102e+01  2.3694532e+01  1.8560648e+01
  1.5875291e+01  3.0348685e+00  1.8803891e-02 -1.8378581e+00
 -5.5111990e+00  1.6131138e+00 -5.7791376e-01 -8.1718054e+00
 -2.1211040e+00  1.7818438e+00  4.6754112e+00  4.6240478e+00
  1.8228238e+00 -2.2792646e-01  2.9369199e-01  2.0816362e+00]"	dog
"[-3.4513480e+02  1.5620229e+02 -2.8786535e+01  3.1532644e+01
 -1.0338644e+01  2.6618290e+01 -4.5853004e-01  1.1260293e+01
  6.1704884e+00 -2.4503717e+00  6.4931402e+00 -6.9332170e+00
  6.7424092e+00 -4.9824414e+00  4.7881579e+00 -3.3592656e-01
  1.6662494e+00  3.5817535e+00 -1.7321874e+00  5.8688855e+00
 -2.0741436e+00  3.8529818e+00 -1.5933712e-01  1.5062032e+00
  9.0380913e-01  1.1100154e+00  3.8255165e+00  4.8810360e-01
  5.0033226e+00  1.1882392e+00  3.1070819e+00  7.3782235e-01
  6.5614164e-01  5.4726094e-01 -9.4252908e-01  9.0198606e-01
 -1.4579847e+00  3.2062343e-01 -1.0659746e+00  5.5272222e-01]"	cat
"[-2.2920177e+02  1.1979992e+02 -3.8539070e+01  4.5449322e+01
 -1.7479977e+01  2.2430260e+01 -1.1325641e+01  6.4552927e+00
 -5.6756860e-01 -7.9816504e+00  2.6647284e+00 -9.7801056e+00
  4.1022520e+00 -8.8602724e+00  1.2835612e+01  1.7108577e+00
  7.9039116e+00  8.7231245e+00 -3.0521002e+00  5.7148142e+00
 -5.9084792e+00  2.2162728e+00 -4.7023044e+00 -1.5405585e-01
 -1.3560884e+00 -1.2633069e+00  2.9093459e+00 -2.2298017e+00
  3.2564921e+00 -4.3467009e-01  5.7129512e+00  2.9454041e+00
  3.4611557e+00  2.3083954e+00  1.2426937e-02  1.9667232e+00
 -1.5018579e+00  1.0868924e+00 -3.1721539e+00  6.4283782e-01]"	cat
"[-1.9997760e+02  9.1600662e+01 -1.0729908e+02 -2.4755507e+01
 -2.2481783e+01  2.3663805e+01 -4.1614269e+01  1.1219442e+01
  7.1848315e-01 -1.1474556e+01  2.3372999e+01 -1.7072334e+01
  4.8597787e-02 -2.2346613e+01 -2.1479349e+00  9.1351671e+00
 -6.0052476e+00  3.7640624e+00  5.1544032e+00  2.2127207e+01
  7.1041622e+00  1.4464517e+00 -7.9571857e+00 -1.0850147e+01
 -4.8714094e+00 -5.0800300e+00  3.5850697e+00 -4.5583663e+00
 -4.9852738e+00  3.9095438e-01  7.9855556e+00  2.1566153e+00
 -6.4884605e+00 -5.8003592e+00 -3.8759201e+00  4.9832487e+00
  1.3588065e+00  3.6774900e+00  8.3836813e+00  5.4220400e+00]"	cat
"[-3.56314514e+02  1.32619278e+02 -6.52308960e+01  6.03153343e+01
 -4.93278580e+01  3.45918503e+01 -2.24455204e+01  1.50254393e+01
 -1.51434422e+01 -1.60831203e+01 -8.90887260e+00 -3.04767265e+01
  2.80491495e+00 -2.67034626e+01  3.52698207e+00 -1.44092360e+01
 -2.51711559e+00 -3.58839369e+00 -7.22127199e+00 -2.21901464e+00
 -1.34194651e+01  2.19807172e+00 -1.38112545e+01 -2.93809199e+00
 -8.52391815e+00 -3.83874941e+00 -4.03522015e+00 -5.50835514e+00
  6.63129836e-02 -5.34771538e+00  6.93265140e-01 -4.22175837e+00
  1.87578350e-01 -3.65461111e+00 -2.57615238e-01 -1.47319984e+00
 -4.33226347e-01  9.33612227e-01 -1.39939964e+00  1.62193882e+00]"	cat
"[-3.98238678e+02  1.26345795e+02 -4.57549820e+01 -2.59442596e+01
 -1.01474762e+01 -9.72180367e+00 -8.16042995e+00 -1.17872686e+01
 -1.37104177e+01 -1.14947677e+00  1.18655739e+01  1.20587177e+01
  7.72580206e-01  7.99289656e+00  1.40805874e+01 -2.30921192e+01
 -2.32887192e+01 -1.61359102e-01 -6.94034958e+00 -8.04827452e-01
  1.05057077e+01  9.50798321e+00  1.50256071e+01  1.97205505e+01
  1.44379902e+01  1.17175837e+01  1.02296219e+01  9.99385071e+00
  5.75446081e+00 -1.47010803e+00 -4.01668453e+00 -7.59481955e+00
 -6.10849905e+00  7.98447803e-03  1.88828146e+00  1.39312053e+00
  2.16834283e+00 -1.91872597e+00 -1.04584968e+00  4.11482906e+00]"	dog
"[-296.484       167.66452     -24.005713    -18.482311    -12.484682
   -7.8163457   -11.232981     -2.6561077   -16.264744     -2.4487014
   12.583304     -2.11301     -12.937827      1.7511592    22.704641
  -14.823661    -12.273789     -5.021013    -21.132845     -4.0112557
   -1.9709203    -4.2370496    -8.2921505    -5.0880976     1.7702326
   10.90237      21.039337     26.859922     29.50736      11.928012
   -0.48406062   -6.3966303    -1.2231514     4.433053      3.1106503
    0.5452254   -10.447168     -5.7551446     3.2451541     3.7437987 ]"	dog
"[-115.08501     211.30763     -33.64905      45.696926    -10.767566
   17.632837     -4.6084714    -0.7997885     9.995258     -5.0846834
    7.363935     -7.38501      -0.35793096   -5.3591113    -4.557731
  -10.106671     -6.706752      4.66512       2.71745       7.8856173
   -2.1295404    -0.98301685   -2.7877917    -3.895464     -2.0564697
   -2.60256      -0.6504073    -3.7616117    -1.3775958    -2.83708
    0.53390193   -1.9825253    -4.1845646    -1.4003646    -2.1935575
   -2.1097882    -4.0826507    -2.0159245    -4.8853545    -1.3060414 ]"	cat
"[-3.0591779e+02  1.2653259e+02 -1.1452332e+01  1.7076244e+01
 -1.1745416e+01  1.3218990e+01 -1.0615678e+00  4.7855053e+00
  6.5408125e+00 -6.2233486e+00  1.7861836e+00 -3.6037657e+00
  2.5131145e+00 -3.5922449e+00  8.1134224e+00  8.2277250e+00
  3.3860638e+00  8.6407728e+00  7.9506463e-01  5.2871728e+00
 -1.8503857e+00 -5.1140137e+00 -3.6409583e+00 -5.5132046e+00
 -2.0026166e+00 -1.3299106e+00 -2.2183933e+00 -3.6611788e+00
 -6.0763919e-01 -5.6225914e-01 -3.5877904e-01 -3.1114478e+00
 -2.0903754e+00  1.5780419e+00 -4.7151268e-01  3.0387193e-01
 -1.3396275e+00  4.7223058e-01 -2.5527292e-01 -1.4134127e+00]"	cat
"[-3.9808054e+02  5.6395016e+01 -2.2608326e+01 -1.6705087e+00
  1.9852036e+00  1.2056513e+01  8.7972469e+00  1.5296054e+01
  2.2522907e+01  2.4318422e+01  2.0929924e+01  6.9227185e+00
  2.6396885e+00 -2.5387449e+00  5.0194292e+00  9.0251188e+00
  2.8087354e+00  4.3948326e+00  7.6019373e+00  8.8824158e+00
  2.8165154e+00 -3.6728089e+00 -3.7652919e+00  1.0157245e+00
  1.4914147e+00  1.7786752e+00  3.9552035e+00  7.1013725e-01
  1.6724479e+00  2.8029799e+00 -1.9732176e+00 -3.0505207e+00
 -3.3967525e-01  5.5838203e-01  2.4327433e+00  1.2484112e+00
 -1.3645545e+00  8.5008049e-01  1.6545788e+00 -3.3915690e-01]"	dog
"[-325.1739      173.41074     -33.655777    -36.344402    -14.99523
   -5.5686474    -0.48573545   -9.710403    -15.827039     -3.6056714
   15.356646     11.570936    -18.052877     -0.574138     25.234959
  -14.052897    -12.979935      3.0892913   -14.72821      -4.2909136
    5.368755     -2.7591033    -1.347977      7.621334     12.2827425
   19.895468     24.076136     24.737183     18.341833      0.70484686
   -2.4782743    -3.451488     -2.725164     -0.80091137   -2.9467845
   -1.057745     -5.443452     -2.676922      1.600673     -1.54124   ]"	dog
"[-2.1922742e+02  1.8405913e+02 -6.1707878e+01 -1.3137371e+01
  3.2247532e+01 -3.5734510e+00 -1.9694746e+01  8.7324896e+00
  5.9958944e+00 -1.4136914e+01 -2.6157491e+00 -1.1486543e-01
 -1.7922958e+00 -6.0958419e+00 -5.8110623e+00  1.2396863e-01
 -3.5366709e+00 -4.0378251e+00 -6.3005104e+00 -3.5293789e+00
 -1.8861659e+00 -5.6661806e+00 -1.3830352e+00  3.5078624e-01
 -1.3847489e+00 -2.9923065e+00 -2.9021223e+00 -1.7332696e+00
 -1.9175411e+00 -2.4074430e+00 -2.7651210e+00  2.0935440e-01
  1.1170412e-01 -2.1398809e+00 -1.3351604e+00 -1.1072131e+00
 -2.6626033e-01  2.4855942e-01 -4.0830305e-01 -2.4694985e-01]"	cat
"[-1.8136574e+02  1.5310706e+02 -8.7310152e+00  5.6079014e+01
 -1.0207353e+01  4.1356030e+01  5.3375904e-02  1.0006804e+01
  4.4123836e+00  1.1443276e+00  1.6152666e+01 -3.4649210e+00
  1.4204314e+01 -2.0048635e+00  7.2443767e+00 -9.1861510e-01
  9.0004945e-01  3.0058012e+00 -1.7422831e+00  8.5147619e+00
 -1.2697023e+00  4.1058488e+00 -3.0398059e+00  3.6225741e+00
  4.9190774e+00  4.7693877e+00  7.6456604e+00  2.7960145e+00
  5.9982824e+00 -6.0890252e-03  4.8650227e+00  3.6494362e-01
 -1.0821733e+00 -1.0102754e+00 -2.9110036e+00 -1.1279832e+00
 -3.4122856e+00  3.6916018e-01 -1.5740875e+00 -9.7302936e-02]"	cat
"[-293.00687     165.80086     -22.903841    -40.852623    -16.937107
  -14.202896    -11.165341     -7.1546574   -12.740429      1.0928961
   10.311227     -7.7941666   -11.694641      5.7475204     7.3858156
  -14.529566    -13.700905     -8.333606    -12.401987     -1.8637687
    2.8727496     3.5964422     4.8432007     4.639426      3.2187564
   -2.3830063    -0.56546175    5.921126     11.053939     15.10796
   15.595258     10.028363      2.6115134    -1.1396954    -2.1015496
    0.822707      1.7796953    -0.44089812   -0.855883     -2.1805034 ]"	dog
"[-135.83917      91.46907    -138.2802       54.369236    -56.567467
   25.95313     -21.782387     11.014324      7.8453875    -7.100021
    6.2658253   -14.575682     15.374584    -12.034581      0.719949
   -1.8630676     5.3821282    -0.79150224   -0.98294413    3.0833504
   -8.788047      4.825388     -7.0719113    -2.6207962    -5.739041
    5.5557985    11.415492      9.869181      9.474323     -0.7614859
   -0.4669784    -4.1587334     5.2736382     2.7043703     0.8285566
   -3.8205113    -2.897396      1.8012565     0.32342458    2.7139356 ]"	cat
"[-6.5438744e+01  1.5105602e+02 -7.4068253e+01  5.8080929e+01
 -4.2208546e+01  3.2994873e+01 -1.9081482e+01  2.1314037e+01
  1.6287696e+00 -3.9800956e+00  7.4124503e+00 -1.7608801e+01
  9.0506506e+00 -1.5806667e+01  6.1898208e+00 -1.1215297e+01
 -1.0311130e+00 -3.3816562e+00 -5.1865449e+00  5.0670872e+00
 -4.5842385e+00  7.6464052e+00 -6.4613843e+00  2.9008362e+00
 -3.3517494e+00  1.4146031e-01 -1.3711740e+00 -2.7733428e+00
  1.4509567e+00 -5.8610029e+00  1.0922850e+00 -4.0396376e+00
  4.2555785e-01 -4.2642884e+00 -1.4768143e+00 -1.3325105e+00
 -2.1828053e+00 -2.6086843e-01 -2.7981694e+00  9.8301899e-01]"	dog
"[-342.2482      133.05302       8.351581     56.22856      -3.59957
   31.087011     -2.2969027    10.380916      5.0339646    -2.2695873
   10.80258      -3.4596512    11.072464     -3.9523683     3.122145
   -3.2238095    -1.8392395     1.6308901    -5.04755       2.8967657
   -2.013494      7.0594864     2.3580282     5.1478004     5.0444293
    2.708346      4.5076957    -1.4111625     2.336844     -1.8117312
    0.8719765    -0.5143771     0.7327037     2.1794453     0.47257257
    2.8658218    -0.36667195    1.2136688    -1.807507     -1.5214362 ]"	cat
"[-2.18682449e+02  1.27481300e+02 -7.37644348e+01  4.30302277e+01
 -3.56588669e+01  3.16430244e+01 -1.89799309e+01  6.56092739e+00
  5.79019737e+00 -1.55736172e+00  1.18282471e+01 -1.03088226e+01
  1.59958715e+01 -8.87762833e+00  4.31174326e+00  1.52237073e-01
  7.70833492e+00  1.10798407e+01  3.73599911e+00  1.36638145e+01
  2.26960015e+00  1.29498205e+01  3.40649962e+00  6.00740337e+00
  2.96436191e+00  5.59638917e-01  7.00712490e+00  2.99847841e+00
  5.70720005e+00  5.13059080e-01  2.63952374e+00  2.71311134e-01
  2.24311948e+00  2.82386875e+00  3.19160438e+00  5.86553669e+00
  8.00632858e+00  1.18685780e+01  8.96956158e+00  7.45855713e+00]"	cat
"[-325.52972    131.7555     -27.54813    -28.32144    -15.395531
  -23.112335   -17.22278    -11.392659    -5.223039     0.5408614
    6.299501     3.0073402   -9.884956     7.210208    15.919195
  -21.90234    -24.655994    -3.7652555  -10.59161     -3.5343885
   14.725112    24.373186    30.988943    28.54455     18.547697
    2.0489552   -7.940255     1.1942345    3.1405382   -3.7451594
   -1.8262388   -8.728411    -9.013964     6.530867     4.7253
   -2.2343445   -0.7434842   -1.7099863    2.4427211    3.4045765]"	dog
"[-2.9050754e+02  1.2995815e+02 -1.7384597e+00  1.3927453e+01
  1.9448938e+00  1.0905851e+01 -3.0163083e+00  6.2615985e-01
  3.8827133e+00 -2.4388242e+00 -6.0716379e-01 -5.6349258e+00
 -1.0712070e+00 -4.7250037e+00 -6.5023339e-01  1.7624552e+00
  3.3773479e+00  5.8543177e+00  4.0627761e+00  6.1270051e+00
  4.4135380e+00  5.8399916e+00  3.0960734e+00  2.4857440e+00
  2.5483906e+00  9.3062609e-01  9.6925598e-01 -2.7810993e+00
 -4.1311731e+00 -4.0221701e+00 -1.9256862e+00 -8.2120728e-01
  4.1627973e-01  4.8660156e-01 -2.5968453e-01  4.0084133e-01
 -8.4282145e-02  1.6333541e-01 -1.5513109e+00 -1.0087010e+00]"	cat
"[-2.7766187e+02  1.6396547e+02 -4.0149506e+01 -4.1865795e+01
 -1.8430153e+01 -2.1243711e+01 -1.7020426e+01 -9.1443167e+00
 -1.2019238e+01  4.1646724e+00  1.4955733e+01  4.9438766e-01
 -6.7037778e+00  4.0682755e+00  7.5481086e+00 -1.5443009e+01
 -9.8893652e+00  1.1523989e+00 -8.8676958e+00 -3.0580058e+00
  4.4165115e+00  4.3290548e+00 -1.8820006e-01  3.1115994e+00
  4.2006021e+00 -3.2588463e+00  3.0946720e+00  1.4624952e+01
  1.2710660e+01  5.7904983e+00  5.7584033e+00 -2.7832079e-01
 -3.3621123e+00  1.4454658e+00  3.0378597e+00  3.5219023e+00
 -5.4469460e-01 -1.3972205e+00  2.9595923e+00  5.5500612e+00]"	dog
"[-403.21564      79.24541      54.72881      34.952057     26.065908
   22.728058     20.106365     17.970299     16.626455     15.065501
   12.393913      8.56488       4.2278943     0.44589204   -2.0148122
   -3.086063     -3.0928967    -2.6385071    -2.5580688    -3.2883658
   -4.532322     -5.834355     -6.952918     -7.6114244    -7.595324
   -7.1462526    -6.7393174    -6.561284     -6.519397     -6.5270834
   -6.6014204    -6.936084     -7.8908706    -9.59599     -11.523155
  -12.60343     -11.857079     -9.157641     -5.623805     -3.023013  ]"	dog
"[-2.8703317e+02  1.0486654e+02 -4.6162399e+01  4.9619080e+01
 -1.0525172e+01  4.4463696e+01  1.2671840e+01  1.6893021e+01
  7.2310472e+00 -2.1522392e+01 -1.3728356e-01  1.9293524e+01
  2.9071802e+01 -9.8851290e+00 -2.4990177e+00  4.5604672e+00
  3.9066947e-01 -1.5529585e+00  1.9631432e+01  1.3977639e+01
 -2.0501678e+01  8.2205505e+00  5.8379698e+00  2.0412705e+00
  1.6435318e+01 -9.3653858e-01 -4.2508898e+00  6.5752130e+00
 -4.3250175e+00  4.7547445e+00  1.2183107e+01 -1.0969220e+01
 -6.6200495e-01 -2.2900772e-01  3.0195827e-02  4.5089579e+00
  7.7476972e-01  5.2117963e+00 -7.2384019e+00 -8.3026832e-01]"	cat
"[-204.86507     188.41849     -36.688263    -30.319323    -28.756054
   -0.75368565  -43.774544     -5.07839     -24.683031    -18.791449
    6.9149275   -24.302374      2.3341582   -17.563213     -8.205733
   12.938442      7.620144     10.840109      4.1200376     6.506628
   -1.8834454    -4.249979      4.151582      3.0171509    -8.804397
  -12.609965     -6.6252623     2.7029526     2.3475707     5.0767307
    9.69364       2.9364512     8.121529      2.91992      -1.3596021
    1.1099098     1.5092694     0.28381434   -1.1992325     1.7452382 ]"	dog
"[-319.76584     134.37985     -19.11631     -36.754086    -17.118263
  -15.249622    -14.483674    -12.457767    -15.426353     -6.7567782
   14.210119      4.321394    -19.77271       1.6700827    20.47498
   -6.7511706   -16.05139      -8.33032      -9.073928      3.638054
   15.358667     13.374955     12.660915     21.465483     24.008488
    6.7423797    -6.9152493    -2.0730338     0.7558694    -0.36115617
    1.9227023    -4.294364     -7.4222145     1.399572      6.5370555
    2.8334582    -3.233382     -3.080635      0.324924     -0.6843932 ]"	dog
"[-2.0641350e+02  1.4615518e+02 -2.5309521e+01  3.0447338e+01
 -6.4066973e+00  7.3350053e+00 -5.6960034e+00  5.8325777e+00
 -4.5871854e+00  6.7151313e+00  1.7591093e+01 -7.1796503e+00
  1.4979250e+01  2.1246052e+00  8.0491762e+00  1.2961814e+01
  3.3653831e+00  7.7064996e+00  2.1506376e+00  2.1927574e+00
 -9.8345625e-01  6.4267361e-01 -1.7172868e+00  2.7323899e+00
  3.7263415e+00  3.9003353e+00  4.5637636e+00 -9.3168032e-01
 -2.4148157e-02 -2.5047243e+00  3.0085256e+00  5.1021075e-01
 -8.1436259e-01  1.3683984e+00 -4.6724197e-01  1.8919369e+00
  2.0824179e-01  1.5686855e+00 -2.0435872e+00 -9.5679677e-01]"	dog
"[-313.24194     171.1103      -29.458244    -45.155464    -24.087843
  -16.162415     -9.287836    -12.828881    -15.067177     -4.4183865
   11.995916      6.113847    -19.72439      -2.8234332    20.276426
  -15.391059    -22.596949     -2.8567395   -10.698099     -3.4769068
    8.574333      4.870335      5.722899     11.409963      6.4423575
   -5.245592     -4.315212      8.648851     10.593462      5.987084
    9.960879      2.8211002    -1.1780633     4.1432266    -1.3553965
   -0.34490976    3.7660584     2.1295521     1.1616178    -2.9238977 ]"	dog
"[-1.9683348e+02  9.8871437e+01 -4.6477261e+01  4.2705837e+01
 -2.1608944e+01  1.8329905e+01  1.7193935e+00 -1.9888681e+00
 -3.0021412e+00 -7.9489846e+00  1.2930468e+01  3.2029717e+00
  2.7996044e+01  2.7548888e+00 -1.6623562e+01 -1.3606447e+01
 -1.5537267e+01  6.4464211e+00 -7.1258545e-02 -1.7141401e+01
 -8.7124310e+00  1.4655494e+01  1.6792484e+01  3.1505406e+00
 -2.2288387e+00  4.2310100e+00 -5.8384204e+00 -1.6214956e+01
  2.0963278e-02  2.4935014e+00 -5.1387324e+00 -9.0623493e+00
  3.5672310e-01  8.8702497e+00  3.4273083e+00  3.1576900e+00
 -3.1940025e-01 -5.0450492e+00 -3.6000636e+00  1.0320840e-01]"	cat
"[-3.0959729e+02  1.6724559e+02 -1.2499739e+01 -3.2558350e+01
 -1.6939106e+01 -9.1605997e+00 -7.6734991e+00 -1.5034423e+01
 -1.3491301e+01 -1.1777028e+01  7.6816444e+00  1.6624355e+01
 -2.0852232e+01 -1.2432942e+01  2.0784273e+01 -4.9218678e+00
 -1.1568336e+01 -3.6128025e+00 -2.0871693e+01 -1.3649936e+01
 -2.0017633e+00 -6.3635921e+00 -3.1194270e+00  1.3196040e+00
  7.9048057e+00  1.2682142e+01  8.4698868e+00  1.8269556e+01
  1.9351204e+01  4.9193716e+00  8.4616156e+00  6.2944460e+00
  1.1270949e+00  5.7905231e+00  1.4844421e+00 -5.0308865e-01
  1.1584345e+00 -1.4520924e-01  2.8166714e+00  6.8230487e-02]"	dog
"[-2.9635440e+02  1.3110776e+02 -4.1806713e+01  6.2351341e+01
 -1.9018671e+01  3.7597275e+01 -7.9269128e+00  1.4369515e+01
  5.8916631e+00  1.6592057e+00  1.4840188e+01 -9.2333460e+00
  1.0211394e+01 -9.1919298e+00  8.4111595e+00 -8.1565231e-01
  2.0067906e+00  1.9399965e+00 -3.2383647e+00  5.2187810e+00
 -4.7025795e+00  3.9915154e+00 -4.6387691e+00  2.8394611e+00
 -7.4197406e-01 -4.8748408e-03  8.6565417e-01 -2.6346736e+00
  3.0591934e+00 -2.4848082e+00  3.1012094e+00 -1.6202618e+00
  1.2793121e+00 -5.7749754e-01 -3.5773450e-01  1.3179808e+00
 -1.9873986e+00  9.2773521e-01 -2.0068202e+00  9.0997005e-01]"	cat
"[-2.9475803e+02  1.3935313e+02 -6.0762714e+01 -2.4993435e+01
 -1.6449484e+00 -2.2078566e+01 -2.3471714e+01 -8.7078772e+00
 -8.4721327e+00  6.4292068e+00  9.9076376e+00  2.9628500e-01
  9.5432844e+00  5.4938278e+00 -1.0173768e+01 -2.2870251e+01
 -1.2520132e+01 -5.7031469e+00 -2.7101836e+00  4.9273534e+00
  7.1698203e+00  2.3370483e+01  1.9278826e+01  1.1656960e+01
  1.3060447e+01  1.1902256e+00  1.0008212e+00 -1.2693539e+00
 -6.0555086e+00  1.2128843e-01 -2.6655087e-01 -6.0729775e+00
 -5.0575953e+00  2.3757808e+00  4.2126632e+00  5.3135962e+00
  5.3290887e+00 -3.5015609e+00 -1.1662734e+00  4.4418354e+00]"	dog
"[-2.7702740e+02  1.7250233e+02 -2.0395535e+01 -4.6269760e+01
 -2.5806614e+01 -1.5523836e+01 -1.3633147e+01 -1.7525148e+01
 -1.7280731e+01 -5.7592454e+00  1.7764238e+01  1.0316772e+01
 -1.9625549e+01 -2.8463304e+00  1.4143637e+01 -1.0675311e+01
 -1.0879608e+01 -6.7597466e+00 -1.5485881e+01 -8.6331719e-01
  8.3576193e+00  3.7423515e+00  1.5907147e+00  6.8480959e+00
  1.2931887e+01  4.2211680e+00  2.4002550e+00  1.0507876e+01
  3.8122611e+00  2.0408130e+00  8.0448704e+00 -2.5499219e-01
 -3.3355589e+00  4.0318120e-01 -4.7410968e-01  1.1337703e+00
 -5.9596132e-02  1.8068385e+00  3.3703310e+00 -2.3052278e+00]"	dog
"[-3.3951071e+02  1.1313112e+02 -2.0699600e+01  4.7312607e+01
  1.0461668e+01  2.8068844e+01  1.5850414e+01  1.1022045e+01
  8.9561691e+00  6.2311997e+00  5.8274202e+00 -3.5242004e+00
  4.1010165e+00  1.8512487e+00  1.3695963e+01  1.3317922e+01
  1.4202725e+01  1.3340389e+01  4.8376675e+00  1.8434727e+00
  3.1752253e+00  9.7584600e+00  4.9580150e+00  1.4731518e+00
 -2.6987391e+00  3.1820848e+00  5.4660077e+00  1.4368452e+00
  1.7940702e+00  5.0476646e+00  1.3227384e+01  7.3726478e+00
  2.0425508e+00  2.0337262e+00  4.2680459e+00  2.9727623e+00
  1.5795457e-01  5.0687056e+00  3.6629205e+00 -2.0127163e+00]"	cat
"[-2.5277449e+02  7.1719688e+01 -1.0362706e+02  2.3348694e+01
 -4.8599972e+01 -6.4107761e+00 -2.3525389e+01 -1.9679142e+01
 -1.4614155e+01  5.1619000e+00  1.1886094e+01  1.7651163e+01
  1.2938511e+01 -1.6777408e+00 -5.1291990e-01 -1.9128344e+01
  5.6078844e+00 -1.3264119e+01 -2.0329833e+00 -6.4451685e+00
 -3.7515547e+00  1.2979252e+01 -7.0199122e+00  6.8142004e+00
 -4.8659964e+00  2.9734328e+00 -4.7665734e+00 -2.9418933e+00
  3.2231908e+00 -4.5754628e+00  2.0731421e+00 -5.5247946e+00
  3.8436699e+00 -1.3389060e+00 -3.7426898e-01 -3.3971697e-01
 -3.8983459e+00  4.9138125e-02 -1.7143073e+00 -1.1673554e+00]"	cat
